Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Upside
Sybly Industries Ltd,SYBLY,Textiles,5.399449092,5.88,4.864368551,-33.09444743,NULL,11.26,0.05,-1.06,0,0,0,0,NULL,0,NULL
Enterprise International Ltd,ENTRINT,Textiles,5.384235207,18.45,41.4171939,-26.39901797,NULL,9.73,0.18,0.05,0,0,0,0,NULL,0,NULL
Cindrella Financial Services Ltd,CINDRELL,Diversified Financials,5.371759084,12.5,24.41708675,-6.965767495,NULL,0.23,0.14,-0.08,0,0,0,0.036057692,NULL,0,NULL
Kotak Nifty India Consumption ETF,KOTAKCONS,Equity,5.369101517,78.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Patidar Buildcon Ltd,PATIDAR,Real Estate,5.36305575,9.27,38.30754107,5.024607264,NULL,1.84,0.16,0.02,0,0,0,0,NULL,0,NULL
Kapil Raj Finance Ltd,KAPILRAJ,Specialized Finance,5.342655126,10.85,-53.42655126,NULL,NULL,0,-0.14,-0.04,0,0,0,0,NULL,0,NULL
Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTYQLITY,Equity,5.30816301,14.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Aris International Ltd,ARISINT,IT Services & Consulting,5.3025,35.35,-58.91666667,19.57380086,NULL,0.22,-0.09,0,0,0,0,0,NULL,0,NULL
Nanavati Ventures Ltd,NVENTURES,NULL,5.2736,32,527.36,91.51958283,NULL,18.81,0.02,0.01,NULL,NULL,NULL,NULL,NULL,0,NULL
Mahalaxmi Seamless Ltd,MAHALXSE,Iron & Steel,5.262655022,9.8,9.929537778,-28.30505768,NULL,2.15,0.44,-0.09,0,0,0,-0.123073428,NULL,0,NULL
Coral Newsprints Ltd,CORNE,Paper Products,5.246863227,10.67,-524.6863227,-9.224862731,NULL,9.72,-0.01,0,0,0,0,0,NULL,0,NULL
Sab Events & Governance Now Media Ltd,SABEVENTS,Publishing,5.238967779,5,-4.636254672,-26.85348067,NULL,1.56,-1.13,0,-0.000286158,0.000286158,0,0,NULL,0,NULL
Radhagobind Commercial Ltd,RCL,Apparel & Accessories,5.231516386,35.9,-52.31516386,-53.13837493,NULL,0.04,-0.1,0,0,0,0,0,NULL,0,NULL
Shree Manufacturing Co Ltd,SHRMFGC,Textiles,5.209702366,6.25,-34.73134911,NULL,NULL,0.1,-0.15,0,0,0,0,-0.048191163,NULL,0,NULL
Ramsons Projects Ltd,RAMSONS,Diversified Financials,5.198379651,17.3,39.98753578,-10.03674042,NULL,0.33,0.14,0.01,0,0,0,0,NULL,0,NULL
Starlite Components Ltd,STARLITE,Electrical Components & Equipments,5.195536218,3.04,-6.747449634,-48.68559167,NULL,2.07,-0.81,-0.04,0,0,0,0,NULL,0,NULL
Manipal Finance Corp Ltd,MNPLFIN,Consumer Finance,5.154291015,6.15,8.736086466,-10.48138145,NULL,2.15,0.59,0,0,0,0,0,NULL,0,NULL
Clio Infotech Ltd,CLIOINFO,Consumer Finance,5.139280876,4.9,-9.517186808,-12.047279,NULL,0.1,-0.54,0,0,0,0,0,NULL,0,NULL
Asia Capital Ltd,ASIACAP,Investment Banking & Brokerage,5.11726,16.55,28.42922222,-59.53892349,NULL,0.46,0.25,0.07,0,0,0,0,NULL,0,NULL
Rajeswari Infrastructure Ltd,RAJINFRA,Construction & Engineering,5.113264067,9.2,-56.81404519,2.405705268,NULL,2.32,-0.05,0.04,-0.02712036,0,-0.02712036,0,NULL,0,NULL
Devine Impex Ltd,DEVINE,Commodities Trading,5.106444526,5.58,255.3222263,-11.75196383,NULL,1.9,0.04,0.02,0,0,0,0,NULL,0,NULL
Tci Finance Ltd,TCIFINANCE,Diversified Financials,5.081833626,3.95,-0.154181845,-19.98964516,NULL,4.62,-32.32,0.64,0,0,0,0,NULL,0,NULL
Padmalaya Telefilms Ltd,PADMALAYAT,Movies & TV Serials,5.080199792,2.85,-19.53922997,-40.12971445,NULL,0.18,-0.26,0,0,0,0,0,NULL,0,NULL
Stratmont Industries Ltd,STRATMONT,NULL,5.069131893,14.5,9.564399797,344.4109685,NULL,34.67,0.71,0.18,0,0,0,0,NULL,0,NULL
Sujana Universal Industries Ltd,SUJANAUNI,Iron & Steel,5.06523216,0.3,-0.038378786,-55.02923644,NULL,106.6,-131.98,0,0,0,0,0,NULL,0,NULL
Pushpanjali Realms and Infratech Ltd,PUSHPREALM,Real Estate,5.055555,4.85,-1.326917323,63.2692088,NULL,13.69,-4.86,-1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines",5.04225,6.75,29.66029412,-2.216221018,NULL,5.06,0.1,-0.07,0,0,0,0,NULL,0,NULL
Padam Cotton Yarns Ltd,PADAMCO,Textiles,5.039868023,13.02,31.49917514,NULL,NULL,0,-0.16,-0.32,0,0,0,-2.58E-05,NULL,0,NULL
Swagtam Trading and Services Ltd,SWAGTAM,Real Estate,5.038990007,42.35,38.76146159,14.8698355,NULL,0.34,0.17,0.04,0,0,0,0,NULL,0,NULL
Pankaj Polymers Ltd,PANKAJPO,Packaging,5.031088062,9.53,-251.5544031,-19.00047201,NULL,2.88,5.55E-17,0.02,0,0,0,3.774021898,NULL,0,NULL
Transpact Enterprises Ltd,TRANSPACT,Health Care Equipment & Supplies,5.028585542,130.1,-22.85720701,NULL,NULL,0.18,-0.22,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Navoday Enterprises Ltd,NAVODAYENT,NULL,4.99203239,6.8,11.34552816,NULL,NULL,45.55,0.74,0.3,0,0,0,0,NULL,0,NULL
Bharatiya Global Infomedia Ltd,BGLOBAL,IT Services & Consulting,4.987830356,3.15,-7.335044641,-38.32011683,NULL,3.62,-0.68,0,0,0,0,0,NULL,0,NULL
V B Desai Financial Services Ltd,VBDESAI,Investment Banking & Brokerage,4.97793516,10.98,14.22267189,19.35748692,NULL,2.81,0.48,0.13,0,0,0,0.011042671,NULL,0,NULL
Oswal Overseas Ltd,OSWALOR,Sugar,4.9750085,3.85,62.18760625,17.26387392,NULL,169.6,0.41,0.33,0,0,0,0,NULL,0,NULL
Rajasthan Gases Ltd,RAJGASES,NULL,4.968026622,9.25,-11.55355028,NULL,NULL,0,-0.43,0,0,0,0,0,NULL,0,NULL
Sheetal Diamonds Ltd,SHEETAL,"Precious Metals, Jewellery & Watches",4.967262043,5.17,-31.04538777,0.045703858,NULL,21.91,-0.16,0,0,0,0,0,NULL,0,NULL
Universal Office Automation Ltd,UNIOFFICE,Industrial Machinery,4.949879492,3.54,-494.9879492,-10.8698771,NULL,0.09,-0.01,0,0.00109195,0,0,0,NULL,0,NULL
Thirani Projects Ltd,TPROJECT,Investment Banking & Brokerage,4.949426249,2.45,32.996175,-25.49942235,NULL,0.84,0.16,0.01,0,0,0,0,NULL,0,NULL
EPIC Energy Ltd,EPIC,Electrical Components & Equipments,4.937156138,7.19,-10.97145808,-40.96831791,NULL,1.4,-0.49,-0.04,0,0,0,0,NULL,0,NULL
Shyamkamal Investments Ltd,SHYMINV,NULL,4.929832674,6.06,24.64916337,-36.90426555,NULL,0.01,0.2,0,0,0,0,0,NULL,0,NULL
Aadi Industries Ltd,AADIIND,Stationery,4.897300606,4.69,-14.40382531,NULL,NULL,0.03,-0.34,0,0,0,0,0,NULL,0,NULL
Aryavan Enterprise Ltd,ARYAVAN,NULL,4.891162389,12.15,NULL,-38.89722977,NULL,0.27,0,0,0,0,0,0,NULL,0,NULL
G K Consultants Ltd,GKCONS,Diversified Financials,4.886856,8.74,10.6236,-52.56077721,NULL,1.24,0.62,0.16,0,0,0,0,NULL,0,NULL
NMS Resources Global Ltd,NMSRESRC,NULL,4.881409365,16.25,162.7136455,94.31035885,NULL,2.77,0.04,0.01,0,0,0,0,NULL,0,NULL
Jayatma Industries Ltd,JAYIND,Textiles,4.875088849,8.29,18.05588463,7.345855482,NULL,149.92,0.36,0.09,0,0,0,-0.003563099,NULL,0,NULL
Corporate Courier and Cargo Ltd,CORPOCO,NULL,4.871714709,6.75,-97.43429418,17.29259503,NULL,1.11,-0.05,0,0.002777778,0,0,0,NULL,0,NULL
Constronics Infra Ltd,CONSTRONIC,NULL,4.863421955,6.75,27.01901086,NULL,NULL,2.18,0.1,-0.08,0,0,0,0,NULL,0,NULL
Amarnath Securities Ltd,AMARSEC,Investment Banking & Brokerage,4.860324,16.2,69.4332,-6.729036106,NULL,0.24,0.09,0.02,0,0,0,0,NULL,0,NULL
Vardhman Concrete Ltd,VARDHMAN,Construction & Engineering,4.849501753,7.09,-13.4708382,-56.43838602,NULL,0.04,-0.37,-0.01,0,0,0,0,NULL,0,NULL
Unishire Urban Infra Ltd,UNISHIRE,NULL,4.844671115,2,-1.134583399,-15.60261027,NULL,1.64,-4.27,0,NULL,NULL,NULL,NULL,NULL,0,NULL
KMF Builders and Developers Ltd,KMFBLDR,Real Estate,4.821414434,3.96,15.55294979,7.956723199,NULL,3.49,0.42,0.11,0,0,0,0,NULL,0,NULL
Priya Ltd,PRIYALT,NULL,4.813036253,15.24,-1.188404013,-64.64855464,NULL,0.42,-4.05,0,0,0,0,0,NULL,0,NULL
Galada Finance Ltd,GALADAFIN,Investment Banking & Brokerage,4.812347432,16.05,-17.82350901,-9.473814276,NULL,1.07,-0.22,0.05,0,0,0,0,NULL,0,NULL
AA Plus Tradelink Ltd,AAPLUSTRAD,NULL,4.7845728,5.86,25.18196211,NULL,NULL,11.54,0.25,0.06,NULL,NULL,NULL,NULL,NULL,0,NULL
Ekam Leasing and Finance Co Ltd,EKAMLEA,Investment Banking & Brokerage,4.773368917,7.57,19.88903715,-15.3563253,NULL,0.63,0.34,0.1,0,0,0,0,NULL,0,NULL
Corporate Merchant Bankers Ltd,CMBL,Investment Banking & Brokerage,4.7718,13.75,-477.18,-12.047279,NULL,0.1,-0.01,0,0,0,0,0,NULL,0,NULL
Ushakiran Finance Ltd,USHAKIRA,Diversified Financials,4.768309206,18.4,25.09636424,-6.358901599,NULL,0.36,0.1,-0.09,0,0,0,0,NULL,0,NULL
Aditya Ispat Ltd,ADITYA,Iron & Steel,4.758876905,9.25,12.52336028,2.853929504,NULL,42.21,0.52,0.14,0,0,0,0,NULL,0,NULL
Pacheli Industrial Finance Ltd,PIFL,Home Financing,4.744552401,13.35,-67.77932001,-44.20880621,NULL,0.02,-0.07,0,0,0,0,0,NULL,0,NULL
Netripples Software Ltd,NETRIPPLES,NULL,4.728322347,6.94,472.8322347,-16.44391448,NULL,9.29,0.01,0,0,0,0,0,NULL,0,NULL
Classic Filaments Ltd,CFL,NULL,4.723016222,7.35,-47.23016222,NULL,NULL,0,-0.1,0,0,0,0,0,NULL,0,NULL
Sterling Guaranty & Finance Ltd,STRLGUA,Diversified Financials,4.711012888,6.85,-117.7753222,58.48931925,NULL,0.1,-0.04,0,0,0,0,0,NULL,0,NULL
Unjha Formulations Ltd,UNJHAFOR,FMCG - Personal Products,4.701933293,10,18.80773317,3.047388177,NULL,14.35,0.3,0.05,0,0,0,0,NULL,0,NULL
First Fintec Ltd,FIRSTFIN,NULL,4.699454919,4.52,-1.390371278,-44.82936104,NULL,0.78,-3.67,-0.29,0,0,0,-1.642757135,NULL,0,NULL
MPAgro Industries Ltd,MPAGI,Fertilizers & Agro Chemicals,4.698580481,8.1,156.6193494,2.8015318,NULL,0.31,0.05,0.02,0,0,0,-0.368716697,NULL,0,NULL
Jainco Projects (India) Ltd,JAINCO,Consumer Finance,4.697410785,4.7,234.8705393,-65.6238739,NULL,0.32,0.02,0,0,0,0,0,NULL,0,NULL
Richa Industries Ltd,RICHAIND,Construction & Engineering,4.683418498,2.1,-0.101394642,-40.72317484,NULL,35.2,-46.19,0,0,0,0,0,NULL,0,NULL
Innovative Tyres & Tubes Ltd,INNOVATIVE,Tires & Rubber,4.675228872,2.5,-0.079321834,-16.55583586,NULL,53.62,-59.11,-0.17,NULL,NULL,NULL,NULL,NULL,0,NULL
Innovative Ideals and Services (India) Ltd,INNOVATIVE,Technology Hardware,4.663298878,4.1,-0.942080581,-10.36525566,NULL,6.22,-6.63,-1.68,NULL,NULL,NULL,NULL,NULL,0,NULL
Wagend Infra Venture Ltd,WAGEND,Specialized Finance,4.66280486,0.98,42.38913509,24.04965908,NULL,0.47,0.13,0.02,0,0,0,0,NULL,0,NULL
NCC Blue Water Products Ltd,NCCBLUE,Packaged Foods & Meats,4.65,6.15,14.53125,-55.72896334,NULL,0.61,0.44,0.12,0,0,0,0,NULL,0,NULL
Tiaan Consumer Ltd,TIAANC,Pharmaceuticals,4.649301098,4.58,-13.674415,-26.98310463,NULL,0.11,-0.34,0,0,0,0,0,NULL,0,NULL
Rajath Finance Ltd,RAJATH,Diversified Financials,4.644,11.61,19.35,-1.136658936,NULL,0.34,0.32,0.08,0,0,0,0,NULL,0,NULL
Nidhi Granites Ltd,NIDHGRN,Investment Banking & Brokerage,4.636194528,58.8,14.95546622,122.852784,NULL,15.94,0.51,0.2,0,0,0,0,NULL,0,NULL
Manav Infra Projects Ltd,MANAV,Construction & Engineering,4.58012,6.7,-1.111679612,-21.65910406,NULL,5.4,-4.21,-0.09,NULL,NULL,NULL,NULL,NULL,0,NULL
K Z Leasing and Finance Ltd,KZLFIN,Consumer Finance,4.5800472,15.06,20.81839636,20.2739578,NULL,2.24,0.22,0,0.020649744,0,0,0.266375115,NULL,0,NULL
GI Engineering Solutions Ltd,GISOLUTION,Construction & Engineering,4.561780885,5.3,456.1780885,40.62823884,NULL,0.11,-0.02,-0.03,0,0,0,0.359700869,NULL,0,NULL
HB Leasing and Finance Co Ltd,HBLEAS,Diversified Financials,4.544277633,4.27,22.72138817,-6.014623565,NULL,0.55,0.2,0,0.479989977,0,0,0,NULL,0,NULL
Bazel International Ltd,BAZELINTER,Investment Banking & Brokerage,4.537099149,32.5,15.12366383,18.1260188,NULL,1.15,0.44,0.14,0,0,0,0,NULL,0,NULL
Sudal Industries Ltd,SUDAI,NULL,4.506620565,6.12,-0.468951151,9.700880545,NULL,133.66,-9.61,0,0,0,0,0,NULL,0,NULL
Talwalkars Better Value Fitness Ltd,TALWALKARS,Wellness Services,4.498666532,1.45,0.288746247,-9.764746498,NULL,112.68,15.58,0,0,0,0,0,NULL,0,NULL
Polytex India Ltd,POLYTEX,Diversified Financials,4.466038318,3.2,-6.035186916,-25.60751214,NULL,0.18,-0.82,-0.08,0,0,0,0,NULL,0,NULL
Hasti Finance Ltd,HASTIFIN,NULL,4.463508472,4.09,49.59453858,0.437334476,NULL,1.39,0.12,0.03,0,0,0,0,NULL,0,NULL
Sikozy Realtors Ltd,SIKOZY,Real Estate,4.455843937,1.03,-1.480346823,NULL,NULL,0,-3.01,0,0,0,0,0,NULL,0,NULL
Konndor Industries Ltd,KONNDOR,NULL,4.439703834,8.05,7.524921752,-24.69982769,NULL,3.75,0.84,0.25,0,0,0,0,NULL,0,NULL
Garodia Chemicals Ltd,GARODCH,Commodity Chemicals,4.4065224,6.12,-44.065224,NULL,NULL,0,-0.1,0,0,0,0,0,NULL,0,NULL
Vasa Retail and Overseas Ltd,VASA,Textiles,4.40452425,7.35,-0.46266011,-26.43098403,NULL,5.14,-9.53,-0.01,NULL,NULL,NULL,NULL,NULL,0,NULL
Saffron Industries Ltd,SAFFRON,Paper Products,4.3686016,6.08,-2.454270562,-11.83699072,NULL,17.87,-1.78,0,0,0,0,0,NULL,0,NULL
Bacil Pharma Ltd,BACPHAR,Pharmaceuticals,4.362085617,7.41,-1.133009251,-18.80290984,NULL,0.06,-3.85,0,0,0,0,0,NULL,0,NULL
Omni AX's Software Ltd,OMNIAX,Software Services,4.35394613,2.68,-25.61144782,NULL,NULL,0,-0.17,0,0,0,0,0,NULL,0,NULL
Parker Agro Chem Exports Ltd,PARKERAC,NULL,4.346494211,9.55,-4.829438012,-3.962753519,NULL,8.48,-0.9,0,0,0,0,0,NULL,0,NULL
Aarcon Facilities Ltd,RBGUPTA,Real Estate,4.34484,7.29,-48.276,-3.774364115,NULL,0.33,-0.09,0,0,0,0,0,NULL,0,NULL
Hiliks Technologies Ltd,HILIKS,NULL,4.340152706,8.13,144.6717569,112.2979603,NULL,10.35,0.11,0.08,0,0,0,0,NULL,0,NULL
Alchemist Ltd,ALCHEM,Pharmaceuticals,4.271337,3.15,-0.091385045,-47.60109683,NULL,14.7,-57.99,-11.25,-0.972543843,0,0,0,NULL,0,NULL
Senthil Infotek Ltd,SENINFO,IT Services & Consulting,4.25715,8.43,425.715,4.941452284,NULL,0.14,0.01,0,0,0,0,0,NULL,0,NULL
Rich Universe Network Ltd,RICHUNV,Diversified Financials,4.247799411,5.86,70.79665685,24.42282441,NULL,8.26,0.07,0.01,0,0,0,0,NULL,0,NULL
Kanel Industries Ltd,KANELIND,Packaged Foods & Meats,4.232528229,2.37,211.6264114,-68.35165379,NULL,0.21,0.02,0,0.000543111,0,0,-0.630008842,NULL,0,NULL
Hindustan Bio Sciences Ltd,HINDBIO,Biotechnology,4.231248134,4,-8.296564969,-15.6996425,NULL,0.43,-0.51,0,0,0,0,0,NULL,0,NULL
Gravity (India) Ltd,GRAVITY,Textiles,4.219588711,4.46,46.88431901,-12.43717955,NULL,12.91,0.12,0.03,0,0,0,0,NULL,0,NULL
Adline Chem Lab Ltd,ADLINE,NULL,4.21785,7.21,5.777876712,-34.56864549,NULL,2.07,0.68,-0.05,0,0,0,-1.933333333,NULL,0,NULL
Super Bakers Ltd,SUPERBAK,Packaged Foods & Meats,4.194690285,13.89,14.98103673,7.348353822,NULL,0.67,0.37,0.09,0,0,0,0,NULL,0,NULL
Aviva Industries Ltd,AVIVA,Building Products - Glass,4.187396905,27.9,418.7396905,32.67583908,NULL,0.37,0.01,0,0,0,0,0,NULL,0,NULL
J R Foods Ltd,JRFOODS,Packaged Foods & Meats,4.177697252,4.26,-0.80963125,-58.54302596,NULL,1.62,-5.16,0,0,0,0,0,NULL,0,NULL
Heera Ispat Ltd,HEERAISP,Iron & Steel,4.156848344,6.72,-37.7895304,NULL,NULL,0,-0.11,0,0,0,0,0,NULL,0,NULL
Virtualsoft Systems Ltd,VIRTUALS,Telecom Infrastructure,4.1499328,4.03,-2.530446829,-18.7936323,NULL,3.09,-2.77,-1.13,0.041757303,0,0,0,NULL,0,NULL
Crimson Metal Engineering Company Ltd,CRIMSON,Iron & Steel,4.144801752,9.36,5.246584496,-26.81601616,NULL,9.68,0.1,-0.69,0,0,0,0,NULL,0,NULL
Rainbow Denim Ltd,RAINBOWDQ,NULL,4.142244609,3.27,-1.840997604,-43.22669154,NULL,11.37,-2.25,0,-0.00030112,0,0,0,NULL,0,NULL
Jolly Merchants Ltd,RGRL,Agricultural & Farm Machinery,4.127374989,8.55,8.598697894,106.9935054,NULL,1.52,0.48,0,0,0,0,-4.037267081,NULL,0,NULL
Multipurpose Trading and Agencies Ltd,ZMULTIPU,Specialized Finance,4.111183914,8.49,27.40789276,0,NULL,0.33,0.16,0.01,0,0,0,0,NULL,0,NULL
Vaghani Techno Build Ltd,VAGHANI,Real Estate,4.111093963,8.26,68.51823272,-53.38734503,NULL,0.18,0.08,0.02,0,0,0,0,NULL,0,NULL
Prashant India Ltd,PRSNTIN,Textiles,4.106116417,9.7,-27.37410945,-4.746193562,NULL,1.09,-0.15,0,0,0,0,0,NULL,0,NULL
SW Investments Ltd,SW1,Consumer Finance,4.0635,45.15,14.5125,2.605717936,NULL,0.58,0.38,0.1,0,0,0,0,NULL,0,NULL
Fundviser Capital (India) Ltd,FUNDVISER,NULL,4.05676391,11,-135.2254637,-16.40760216,NULL,0.2,-0.01,0.02,0,0,0,0,NULL,0,NULL
Chamak Holdings Ltd,CHAMAK,Plastic Products,4.05625,12.5,7.11622807,18.35203998,NULL,57.82,0.89,0.32,0,0,0,0,NULL,0,NULL
Lead Financial Services Ltd,LEADFIN,Diversified Financials,4.040273,12.25,44.89192222,1.102855418,NULL,4.31,0.1,0.01,0,0,0,0,NULL,0,NULL
Vision Corporation Ltd,VISIONCO,Movies & TV Serials,4.031737904,1.95,100.7934476,5.361916745,NULL,2.48,0.04,0,0,0,0,0,NULL,0,NULL
CDG Petchem Ltd,CDG,NULL,4.029304046,13.75,-1.744287466,66.35412076,NULL,53.89,-2.19,0.12,0,0,0,0,NULL,0,NULL
Atharv Enterprises Ltd,ATHARVENT,Commodities Trading,4.009789802,2.36,80.19579605,-10.92997839,NULL,0.74,0.06,0.01,0,0,0,0,NULL,0,NULL
Tavernier Resources Ltd,TAVERNIER,"Precious Metals, Jewellery & Watches",3.993972,6.68,36.30883636,2.700074378,NULL,4.49,0.11,0,0,0,0,0,NULL,0,NULL
Rama Petrochemicals Ltd,RAMAPETRO,NULL,3.976180328,3.8,-132.5393443,29.199401,NULL,1.8,-0.03,0,0,0,0,0,NULL,0,NULL
Thirdwave Financial Intermediaries Ltd,THIRDFIN,Commodities Trading,3.97368,17.1,66.228,36.99334294,NULL,1.93,0.07,0.01,0,0,0,0,NULL,0,NULL
Dhruva Capital Services Ltd,DHRUVCA,Specialized Finance,3.951002606,12,39.51002606,0.787498852,NULL,0.26,0.1,0,0,0,0,0,NULL,0,NULL
Ganga Pharmaceuticals Ltd,GANGAPHARM,Pharmaceuticals,3.939655,9.7,65.66091667,-2.802591387,NULL,2.75,0.07,0.01,0,0,0,0,NULL,0,NULL
Shricon Industries Ltd,SHRICON,Real Estate,3.937,31.75,10.36052632,20.6415936,NULL,0.92,0.38,0,0,0,0,0,NULL,0,NULL
Pankaj Piyush Trade and Investment Ltd,PANKAJPIYUS,Investment Banking & Brokerage,3.91184379,102.7,-97.79609475,-24.8657225,NULL,2.04,-0.02,0.02,0,0,0,0,NULL,0,NULL
CKP Leisure Ltd,CKPLEISURE,"Hotels, Resorts & Cruise Lines",3.901932,3.3,-0.643883168,NULL,NULL,1.28,-6.13,-0.07,NULL,NULL,NULL,NULL,NULL,0,NULL
Nippon India ETF Shariah BeES,SHARIABEES,Equity,3.899409808,430.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Jhaveri Credits and Capital Ltd,JHACC,Investment Banking & Brokerage,3.856464415,5.85,13.29815316,42.88891754,NULL,9.59,0.35,0.06,0,0,0,0,NULL,0,NULL
S R Industries Ltd,SRIND,Footwear,3.834219077,1.95,-1.469049455,-20.52176605,NULL,14.29,-2.61,0,0,0,0,0,NULL,0,NULL
Hanman Fit Ltd,HANMAN,Wellness Services,3.8325,3.65,-7.821428571,-60.45460733,NULL,0.1,-0.49,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Elango Industries Ltd,ELANGO,Power Infrastructure,3.821625718,10.5,-8.492501596,6.13767528,NULL,0.66,-0.45,0,0,0,0,0,NULL,0,NULL
RSC International Ltd,RSCINT,Textiles,3.821444119,6.65,-382.1444119,24.57309396,NULL,0.27,-0.01,0,0,0,0,0,NULL,0,NULL
Mathew Easow Research Securities Ltd,MATHEWE,NULL,3.801704499,5.72,31.68087082,16.95974801,NULL,3.48,0.2,0.08,0.003007519,0,0,0,NULL,0,NULL
Capricorn Systems Global Solutions Ltd,CAPRICORN,IT Services & Consulting,3.794108686,9.04,63.23514476,-22.8418611,NULL,1.34,0.08,0.02,0,0,0,0,NULL,0,NULL
Classic Leasing & Finance Ltd,CLFL,Diversified Financials,3.793162208,12.65,-0.48568018,26.58337542,NULL,0.26,-7.8,0.01,0,0,0,0,NULL,0,NULL
Dharani Finance Ltd,DHARFIN,Diversified Financials,3.7907496,7.49,12.635832,-17.46561312,NULL,1.08,0.3,0,0,0,0,0,NULL,0,NULL
Scintilla Commercial & Credit Ltd,SCC,NULL,3.748322521,3.79,62.47204202,-6.334717428,NULL,0.62,0.1,0.04,0,0,0,0,NULL,0,NULL
SSPN Finance Ltd,SSPNFIN,Diversified Financials,3.746470944,9.9,62.4411824,-2.275106681,NULL,0.41,0.08,0.02,NULL,NULL,NULL,NULL,NULL,0,NULL
United Textiles Ltd,UNITEDTE,Textiles,3.732942401,11.85,124.4314134,5.595237946,NULL,17.75,0.05,0.02,0,0,0,0,NULL,0,NULL
Gujarat Metallic Coal & Coke Ltd,GMETCOAL,Commodities Trading,3.731483535,19.5,-0.279721404,-79.14143663,NULL,0.09,-13.05,0.29,0,0,0,0,NULL,0,NULL
Vintage Securities Ltd,VINTAGES,Consumer Finance,3.721802,10.15,-186.0901,3.131030648,NULL,0.07,-0.01,0.01,0,0,0,0,NULL,0,NULL
Mayur Leather Products Ltd,MAYUR,Footwear,3.701416578,8.04,-7.257679564,-16.85211004,NULL,10.19,-0.48,0.03,0,0,0,0,NULL,0,NULL
Systematix Securities Ltd,SYTIXSE,Diversified Financials,3.697961682,7.03,-184.8980841,0,NULL,0.44,-0.02,0,0,0,0,0,NULL,0,NULL
The Indian Link Chain Manufactrers Ltd,INLCM,Commodities Trading,3.697961682,705,-8.039047135,-25.46752086,NULL,0.23,-0.46,0,0,0,0,0,NULL,0,NULL
Taparia Tools Ltd,TAPARIA,Industrial Machinery,3.6854005,12.14,0.056611375,12.40485416,NULL,669.5,87.4,22.3,0,0,0,0,NULL,0,NULL
Beeyu Overseas Ltd,BEEYU,Tea & Coffee,3.64648493,2.35,182.3242465,21.67286838,NULL,0.16,0.02,0,0,0,0,0,NULL,0,NULL
Jumbo Bag Ltd,JUMBO,Packaging,3.6425595,23.05,3.404261215,6.1445478,NULL,131.14,1.28,0.21,0,0,0,0,NULL,0,NULL
Ortel Communications Ltd,ORTEL,Cable & D2H,3.618396269,1.1,-0.164772143,-18.47330763,NULL,70.7,-21.96,0,0,0,0,0,NULL,0,NULL
Ashiana Agro Industries Ltd,ASHAI,Investment Banking & Brokerage,3.618205644,7.84,90.45514109,20.37818149,NULL,0.91,0.04,0,0,0,0,0,NULL,0,NULL
Beryl Securities Ltd,BERYLSE,Diversified Financials,3.615883124,7.46,10.33109464,-13.05335628,NULL,0.8,0.42,0.07,0,0,0,0,NULL,0,NULL
Adishakti Loha & Ispat Ltd,ADISHAKTI,NULL,3.59883632,7.9,179.941816,NULL,NULL,6.35,-0.01,-0.03,0,0,0,0,NULL,0,NULL
Tricom Fruit Products Ltd,TRICOMFRU,NULL,3.568620325,1.87,-29.73850271,NULL,NULL,0,-0.12,0,0,0,0,0,NULL,0,NULL
Euro Ceramics Ltd,EUROCERA,Building Products - Ceramics,3.546851655,1.05,-0.008050049,-8.607946972,NULL,54.31,-440.46,0.14,-0.724331762,0,0,-0.407131876,NULL,0,NULL
Kuberan Global Edu Solutions Ltd,KGES,NULL,3.53898048,16.8,-353.898048,40.77832268,NULL,0.94,-0.01,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Explicit Finance Ltd,EXPLICITFIN,Investment Banking & Brokerage,3.521688,3.8,-12.57745714,17.21442913,NULL,12.28,-0.28,0,0,0,0,0,NULL,0,NULL
Edelweiss Nifty 50 ETF,NIFTYEES,Equity,3.5215455,20100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Suncity Synthetics Ltd,SUNCITYSY,Textiles,3.519469667,7.47,12.56953452,-26.36262983,NULL,8.18,0.17,-0.11,0.260685834,0,0,0,NULL,0,NULL
Modern Shares and Stockbrokers Ltd,MODRNSH,Investment Banking & Brokerage,3.518341814,12.61,11.72780605,2.572526517,NULL,3.27,0.39,0.09,0,0,0,0,NULL,0,NULL
