Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Upside
NIIT Ltd,NIITLTD,Education Services,4291.351022,313.15,18.97232867,9.215555241,16.53297371,1431.14,281.62,55.43,0.173992322,-0.499908451,0.070676853,-0.09884701,100,2,13.36420246
Healthcare Global Enterprises Ltd,HCG,Hospitals & Diagnostic Centres,4247.966606,301.55,79.07607234,17.06315108,7.770001794,1560.36,87.76,34.04,-0.007639852,-0.462750572,-0.122369565,-0.033261976,100,8,22.20195656
Jamna Auto Industries Ltd,JAMNAAUTO,Auto Parts,4242.994985,106.6,30.13276745,5.817152566,25.14874129,1722.79,191.28,50.47,-0.437238569,0.443882192,-0.681553444,0,57.14285714,4,26.64165103
Olectra Greentech Ltd,OLECTRA,Electrical Components & Equipments,4242.056687,511.9,120.0016036,41.51287372,NULL,602.08,52.3,16.95,0,1.391081564,0,0,NULL,0,NULL
Godawari Power and Ispat Ltd,GPIL,Iron & Steel,4238.698317,300.9,2.890054421,25.17206285,NULL,5592.47,1918.45,451.8,0.118208531,0.513383988,0,0,NULL,0,NULL
TeamLease Services Ltd,TEAMLEASE,Employment Services,4216.396804,2476.2,109.7734133,16.25369706,22.88358405,6503.92,45.55,7.14,0.089344367,-0.261961778,0.730787203,0,50,6,34.2783297
HMT Ltd,HMT,Industrial Machinery,4205.981943,36.65,7.903010039,30.58899022,NULL,900.27,532.77,0.57,0.000228388,2.49E-06,0,0,NULL,0,NULL
Sansera Engineering Ltd,SANSERA,Auto Parts,4199.908909,801.1,32.19801372,13.90180995,17.59513499,2004.52,178.36,47.92,1.64609342,-1.729265549,1.683749392,-0.18439665,100,4,16.21520409
Reliance Infrastructure Ltd,RELINFRA,Power Infrastructure,4190.962507,154.15,-4.466120171,-6.854500813,NULL,20549.16,-656.29,282.1,-0.190112336,4.453751872,-0.000269556,-0.187725579,NULL,0,NULL
Bharat Rasayan Ltd,BHARATRAS,Fertilizers & Agro Chemicals,4174.325188,10035.4,23.72045226,16.1500932,NULL,1316.81,233.68,57.7,0,0.205305651,0,0,NULL,0,NULL
Star Cement Ltd,STARCEMENT,Cement,4172.883613,104.7,16.9100118,8.064915299,16.89258998,2255.19,243.65,-3.12,0.001789053,0.12534056,7.42E-07,0.061215484,60,6,9.837631328
Aarti Drugs Ltd,AARTIDRUGS,Pharmaceuticals,4172.571077,452.6,20.35003452,15.82726682,13.56136274,2499.97,269.96,64.92,0.405137149,-0.132979482,0.404197624,-0.214286177,33.33333333,1,20.41537782
Greenlam Industries Ltd,GREENLAM,Building Products - Laminates,4169.407089,331.45,45.95907285,9.669417506,20.29064296,1710.69,119.12,28.4,-0.833017091,-0.057096438,-0.709191584,-2.678295661,83.33333333,5,22.49208025
Usha Martin Ltd,USHAMART,Iron & Steel,4158.959726,136.55,14.27870954,-7.198268628,NULL,2754.49,337.88,46.61,-0.007719294,0.074556525,-2.40E-05,-1.083443552,NULL,0,NULL
Astec Lifesciences Ltd,ASTEC,Fertilizers & Agro Chemicals,4079.811648,2074.8,45.40186566,17.90447777,20.03667909,687.04,121.12,31.26,-1.958003887,1.048803952,0.737464544,1.481634508,33.33333333,1,5.311355311
ICRA Ltd,ICRA,Stock Exchanges & Ratings,4077.337738,4241.05,36.30431607,0.587233521,0.080794391,383.69,152.1,39.79,-1.229076374,0.043611017,1.46593735,0,100,1,5.445585409
Barbeque-Nation Hospitality Ltd,BARBEQUE,Restaurants & Cafes,4072.392939,1054.55,-159.0157337,11.9803992,52.26750214,887.32,-32.07,-6.46,-0.793262056,0.78829716,-1.092664936,-0.168814386,75,3,45.55971742
Shrem Invit,SHREMINVIT,Roads,4060.888,104,13.90953245,NULL,NULL,587.35,294.36,2.41,0,0,0,0.256101621,NULL,0,NULL
Share India Securities Ltd,SHAREINDIA,Investment Banking & Brokerage,4057.87662,1243.65,20.17238328,51.23630254,NULL,871.02,265.45,64.29,0.060448331,0.075254051,0,0,NULL,0,NULL
Bengal & Assam Company Ltd,BENGALASM,Diversified Financials,4038.809222,3761.8,6.433273689,53.73710933,NULL,13634.7,479,-148.8,-0.129475702,0,0,0,NULL,0,NULL
Spandana Sphoorty Financial Ltd,SPANDANA,Consumer Finance,4036.722963,552.7,58.11579273,30.6263214,-31.61287271,1480.03,96.86,27.4,4.447585153,0.467292469,0,-0.564862323,100,3,35.69748507
Schneider Electric Infrastructure Ltd,SCHNEIDER,Heavy Electrical Equipments,3986.058187,162.8,144.3178199,3.601508201,25.25320729,1540.24,27.62,0,-0.081972686,0.737935686,-0.209113995,0,100,1,44.96314496
HEG Ltd,HEG,Electrical Components & Equipments,3975.07583,1030.5,9.222057883,21.76917911,18.99449522,2321.62,560.46,129.42,0.089769519,-1.131336379,0.02911738,0,100,2,37.55458515
Nazara Technologies Ltd,NAZARA,Theme Parks & Gaming,3970.595172,603.85,139.8096892,26.13682702,67.79188603,645.8,69.9,41.5,-0.034136419,0.184567368,0.228847947,-0.026276612,77.77777778,7,49.04363666
Nocil Ltd,NOCIL,Commodity Chemicals,3960.108084,238.85,22.48656002,15.94558409,9.383629911,1575.19,240.62,64.51,0.247942232,1.522639412,0.070811987,-0.001782429,50,3,19.53108646
Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrial Machinery,3942.673328,611.05,46.42808912,13.75783215,27.23877348,1033.49,114.12,29.2,9.198907194,0.279076623,7.574088149,-14.49428275,100,1,12.1021193
IFB Industries Ltd,IFBIND,Auto Parts,3923.09595,958.95,-81.45963352,14.47906952,-1.061917497,4333.67,-73.66,-25.5,-0.175762873,0.006712934,-0.174635001,0,66.66666667,2,18.82788467
Safari Industries (India) Ltd,SAFARI,Apparel & Accessories,3917.790975,1631.15,175.1359399,15.67184296,61.47745425,713.66,29.11,6.74,5.471276834,-0.636214824,2.534575901,-2.775646012,100,3,41.31134476
Responsive Industries Ltd,RESPONIND,Building Products - Granite,3912.118384,146.65,65201.97307,-11.0663102,NULL,1127.15,10.35,10.29,-0.000293729,30.32778283,-0.000293729,9.366358364,NULL,0,NULL
DCB Bank Ltd,DCBBANK,Private Banks,3907.677824,127.45,13.59097741,11.26461722,-47.30444081,3965.04,389.56,102.04,-0.106986147,0.061953327,-0.151984246,-0.006100803,72.72727273,16,9.454688113
EKI Energy Services Ltd,EKI,NULL,3903.380295,1420.4,10.18654009,228.2055691,NULL,1801.32,515.5,132.31,-0.415333139,0.069693774,0,-0.000727379,NULL,0,NULL
Action Construction Equipment Ltd,ACE,Heavy Machinery,3903.181977,339.1,37.16254382,16.72895036,24.47403624,1644.6,137.31,32.28,0.415641347,0.211851889,-0.027127253,0,66.66666667,2,1.739899735
Bannari Amman Sugars Ltd,BANARISUG,Sugar,3882.972257,3151.6,48.55536147,2.656009397,NULL,2003.64,121.72,41.75,0,0.008796064,0,0,NULL,0,NULL
Equitas Holdings Ltd,EQUITAS,Consumer Finance,3880.59672,116.65,25.33191932,21.04558194,-22.90906326,4044.9,289.16,135.97,-0.874680065,-0.142396745,-1.284068733,0,100,4,35.87655379
HG Infra Engineering Ltd (Part IX),HGINFRA,Construction & Engineering,3873.590846,587.3,10.19285542,28.82275869,20.22613901,3758.75,514.62,134.59,-0.297949501,0.039100147,-0.27889658,0,100,13,60.05448663
West Coast Paper Mills Ltd,WSTCSTPAPR,Paper Products,3854.806584,583.95,12.55555529,14.16403841,NULL,3435.89,420.4,113.38,-1.296486234,1.326497328,-1.228448773,0.036256466,NULL,0,NULL
Tega Industries Ltd,TEGA,Industrial Machinery,3827.645418,577.95,32.74290349,13.43016992,16.47271576,978.77,154.97,38.07,1.344574837,0.092822563,1.343926203,0,100,2,18.00328748
Best Agrolife Ltd,BESTAGRO,Diversified Chemicals,3780.365319,1592.8,36.07907348,57.43763652,NULL,1235.48,140.67,35.89,2.379387551,0.448357647,2.114635221,0,NULL,0,NULL
Fusion Micro Finance Ltd,FUSION,Consumer Finance,3775.093805,375.35,173.4877668,42.98069884,NULL,1201.35,24.43,2.67,NULL,NULL,NULL,NULL,NULL,0,NULL
Authum Investment & Infrastructure Ltd,AIIL,Diversified Financials,3765.088999,221.55,5.630123814,32.55230783,NULL,907.28,825.89,157.15,0,0,0,1.195345053,NULL,0,NULL
IRB InvIT Fund,IRBINVIT,Roads,3730.8735,64.67,12.32694608,NULL,NULL,1400.35,335.99,33.33,NULL,NULL,NULL,NULL,NULL,0,NULL
Mirza International Ltd,MIRZAINT,Footwear,3725.627842,299.35,32.97599436,12.45688434,NULL,1684.39,153.55,40.57,0.776039433,0.075795056,0.673721178,0.031768989,NULL,0,NULL
Motilal Oswal NASDAQ 100 ETF,MON100,Equity,3724.725394,93.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
CSB Bank Ltd,CSBBANK,Private Banks,3700.436366,220.5,8.070744529,7.15516301,-29.8545803,2285.11,614.24,155.74,-0.669374565,0.105035093,-0.312562709,0,100,5,32.42630385
Dish TV India Ltd,DISHTV,Cable & D2H,3689.684833,20.45,-2.014723939,-1.677445228,1.614143029,2826.41,-2381.19,-549.83,0.564376661,5.497742005,0,-8.15E-07,100,1,-26.65036675
Paisalo Digital Ltd,PAISALO,Consumer Finance,3677.708054,82.25,46.40641078,8.032261718,NULL,392.22,107.12,27.87,-0.42339794,-0.255026557,0,1.52896065,NULL,0,NULL
Tarsons Products Ltd,TARSONS,Health Care Equipment & Supplies,3667.615609,683,36.4356806,NULL,-2.444545043,309.26,134.99,34.33,0.075404631,0.5623509,-0.100555797,0,66.66666667,2,12.73792094
Harsha Engineers International Ltd,HARSHA,Industrial Machinery,3666.146209,401.8,39.87542103,NULL,NULL,1339,126.62,34.68,NULL,NULL,NULL,NULL,NULL,0,NULL
Indoco Remedies Ltd,INDOCO,Pharmaceuticals,3648.064747,384.95,23.56630973,7.422470761,14.10296291,1543.08,236.57,81.77,0.011760128,-0.099355016,-0.123118354,0,100,7,18.97649045
Sharda Cropchem Ltd,SHARDACROP,Fertilizers & Agro Chemicals,3642.90003,404,10.43003988,20.59330266,17.10196334,3608.65,464.25,114.98,0.16574837,0.205443342,0,0,100,7,63.36633663
Ramkrishna Forgings Ltd,RKFORGE,Rail,3634.578392,221.1,18.3527489,20.12755557,34.37940139,2321.71,253.21,55.17,-0.40043021,0.965342729,-1.886850819,0.034961638,66.66666667,2,26.63952962
LT Foods Ltd,DAAWAT,Packaged Foods & Meats,3609.058252,111.4,12.35217418,10.60450979,21.6127458,5450.58,423.6,131.42,0.186027735,2.109141503,0,0,100,1,34.64991023
JTEKT India Ltd,JTEKTINDIA,Auto Parts,3604.100336,147.6,97.6456336,5.459394435,27.72743476,1599.03,56.18,19.27,-0.036035598,-0.590097445,0.045770527,0,100,1,-3.79403794
Mahindra Logistics Ltd,MAHLOG,Logistics,3588.807529,492.65,96.81164093,8.880582592,27.89789071,4095.22,45.82,8.75,2.069981972,-4.288188503,3.165380917,-0.016377707,70,7,10.62620522
Thomas Cook (India) Ltd,THOMASCOOK,Tour & Travel Services,3588.628829,76.4,-15.657877,-26.1236807,NULL,1946.78,-322.21,-93.02,0.178607083,0.094420568,0.095233315,0,NULL,0,NULL
Ujjivan Financial Services Ltd,UJJIVAN,Consumer Finance,3580.229663,294.4,-18.67815976,17.21282468,-8.575826763,3092.18,-303.96,-112.28,-9.38970165,-0.068909692,0,0,75,3,-7.438858696
TCNS Clothing Co Ltd,TCNSBRANDS,Apparel & Accessories,3572.852632,575.55,-623.5344907,5.776860866,45.83019963,930.74,-7.22,-1.49,-2.135824489,0.115803216,-1.159914378,0,54.54545455,6,14.67292155
PTC Industries Ltd,PTCIL,Iron & Steel,3566.490799,2788.3,278.6320936,12.91374633,NULL,185.23,17,4.2,0,0,0,1.609794324,NULL,0,NULL
Fineotex Chemical Ltd,FCL,Specialty Chemicals,3546.424586,315.6,64.28175795,22.2694816,NULL,373.75,73.29,18.12,-1.338816391,0.978646919,-1.338816391,0.029797265,NULL,0,NULL
PC Jeweller Ltd,PCJEWELLER,"Precious Metals, Jewellery & Watches",3535.121049,75.35,-9.041230306,-27.99657608,NULL,1658.94,-508.04,-117.04,0.027331099,0.291346723,0,0.000322301,NULL,0,NULL
Vesuvius India Ltd,VESUVIUS,Industrial Machinery,3486.162735,1705.15,51.22943034,5.034739238,16.79571062,1066.82,91.56,23.51,-0.365065569,0.23440487,-0.438592083,0,100,2,-21.64912178
Prudent Corporate Advisory Services Ltd,PRUDENT,Asset Management,3483.901028,888.55,43.36986217,NULL,NULL,458.56,107.1,26.77,1.025527765,-0.37309439,1.025527765,0,NULL,0,NULL
Isgec Heavy Engineering Ltd,ISGEC,Heavy Machinery,3460.964588,472.35,31.80448988,6.56965044,NULL,5512.6,158.1,49.28,-0.280938905,0.096343631,-0.211422598,0,100,1,31.68201545
Gateway Distriparks Ltd,GATEWAY,Logistics,3443.146386,68.1,15.38630077,13.08997368,5.611639588,1407.61,210.11,-13.67,0.47131333,-0.78420321,1.802572223,0,100,13,39.50073421
Wockhardt Ltd,WOCKPHARMA,Pharmaceuticals,3438.261283,237.8,-14.09123477,-4.674160035,NULL,3250,-411,-167,0.058127108,0.161765065,0.002278909,-1.915866353,NULL,0,NULL
Greaves Cotton Ltd,GREAVESCOT,Industrial Machinery,3421.770109,146.65,-96.93399743,0.501619574,36.5872115,1744.38,-16.83,18.47,-0.844387739,0.429294319,-0.04623238,0,100,4,36.03818616
Ami Organics Ltd,AMIORG,Pharmaceuticals,3410.451014,936.5,47.39370504,26.64993109,22.33696692,522.9,91.46,19.5,-0.585881485,3.917000772,0.664570596,-1.646675026,100,3,48.42498665
Dilip Buildcon Ltd,DBL,Construction & Engineering,3406.393369,233.1,-6.206419548,12.49401817,NULL,9604.82,-703.51,-154.66,0.130420981,-0.037206176,0.002530521,0,20,1,29.98712999
South Indian Bank Ltd,SOUTHBANK,Private Banks,3398.830717,17.5,75.83290311,3.033936644,-49.60920892,7620.44,-92.15,-136.97,-4.485563679,0.368891752,0,0,50,3,-11.42857143
Techno Electric & Engineering Company Ltd,TECHNOE,Construction & Engineering,3388.689951,305.3,12.84129733,54.51017639,-2.469306673,1228.28,329.73,65.84,-0.509308373,0.178074456,-0.522040275,0.02189268,100,5,21.1922699
Ge T&D India Ltd,GET&D,Heavy Electrical Equipments,3375.393279,129.05,-68.02485446,-5.250044012,-5.086418519,3201.86,-69.48,-19.86,-0.012536002,0.024033131,0.134329098,0,20,1,3.060829136
Nirlon Ltd,NIRLON,Real Estate,3352.345635,370.3,30.2530966,5.739277143,NULL,386.72,190.06,79.25,0,0.076732694,0,-0.017754492,NULL,0,NULL
Neogen Chemicals Ltd,NEOGEN,Specialty Chemicals,3338.905669,1311.3,74.81303313,34.63667107,36.66325486,488.5,57.07,12.44,-0.208566265,-0.540375686,-0.245243294,0,85.71428571,6,28.11713567
Ion Exchange (India) Ltd,IONEXCHANG,Environmental Services,3335.170183,2637.35,20.48756179,9.656136467,29.26039852,1618.98,217.34,54.55,0.720443558,-1.72053499,0.6785799,0,100,1,23.91226041
D B Realty Ltd,DBREALTY,Real Estate,3328.107788,96.45,123.6295612,21.34960898,NULL,774.43,142.49,115.57,0.002784246,-0.935276559,0,-7.141855661,NULL,0,NULL
Inox Wind Ltd,INOXWIND,Heavy Electrical Equipments,3317.157712,122.85,-7.761248742,-27.39097888,NULL,706.17,-600.22,-172.82,0.031016098,0.30914791,0,0,NULL,0,NULL
Hawkins Cookers Ltd,HAWKINCOOK,Housewares,3309.828399,6361.7,39.45908917,13.28905283,NULL,963.87,112.9,29.02,0.642363623,0.027137863,0.053235599,0,NULL,0,NULL
Electronics Mart India Ltd,EMIL,Home Electronics & Appliances,3308.939208,84.3,31.84734561,NULL,NULL,4353.08,139.77,35.87,NULL,NULL,NULL,NULL,NULL,0,NULL
India Tourism Development Corp Ltd,ITDC,Tour & Travel Services,3301.159993,384.85,486.179675,-4.021344638,NULL,309.31,9.73,2.94,2.623774913,-0.000102601,0,0,NULL,0,NULL
Dhanuka Agritech Ltd,DHANUKA,Fertilizers & Agro Chemicals,3289.644012,705.75,15.74745817,10.90284792,11.46840284,1511.37,277.6,68.7,-0.536249437,0.089822897,-0.247149296,0,100,12,33.33333333
Power Mech Projects Ltd,POWERMECH,Construction & Engineering,3276.046676,2253.5,23.57037683,15.16587558,33.85145539,2727.8,184.67,45.68,1.079726383,0.809556866,-0.001930559,0,100,1,4.637230974
Moil Ltd,MOIL,Mining - Manganese,3272.273367,164.2,8.680460956,4.81538976,-1.6215719,1521.98,523.28,146.31,0.093039685,0.044231224,0.002070912,0,100,2,16.32155907
Tinplate Company of India Ltd,TINPLATE,Iron & Steel,3266.44653,317.85,9.255487164,38.27367063,NULL,4289.54,471.19,118.27,0.004538174,-0.176488171,0,0,100,1,51.64385717
Anant Raj Ltd,ANANTRAJ,Real Estate,3265.091337,99.4,59.48426557,0.267069461,NULL,501.24,71.52,16.63,0.009332759,3.669185435,0,-2.07809309,NULL,0,NULL
Thyrocare Technologies Ltd,THYROCARE,Hospitals & Diagnostic Centres,3255.253253,620.35,18.48105628,14.31487394,-15.11219686,618.11,227.72,51.58,1.986546879,-2.395452909,2.082018674,-0.035920314,100,3,34.44023535
ELANTAS Beck India Ltd,ELANTAS,Electrical Components & Equipments,3255.016514,4099.05,48.6695053,8.38175869,NULL,557.65,91.38,24.5,0.002522806,-0.086872808,0,0,NULL,0,NULL
Sarda Energy & Minerals Ltd,SARDAEN,Iron & Steel,3249.630781,929.9,4.041025145,20.97871046,NULL,3964.34,1108.02,303.86,0.275261212,0.139111037,0,1.634429196,NULL,0,NULL
Commercial Engineers & Body Builders Co Ltd,JWL,Heavy Machinery,3241.148375,87.85,65.26678161,62.04053733,NULL,1181.74,75.63,25.97,-16.2907517,0.037154977,0,0,NULL,0,NULL
HBL Power Systems Ltd,HBLPOWER,Batteries,3235.853366,112.75,34.46430254,-2.427211227,NULL,1271.08,122.39,28.5,-5.710809028,-3.234576651,0,0,NULL,0,NULL
Rategain Travel Technologies Ltd,RATEGAIN,Software Services,3229.273806,296.15,383.524205,NULL,36.93195166,383.11,10.83,2.41,-0.107676205,-1.155056446,0.082506885,-0.087234303,100,2,35.91085599
Vakrangee Ltd,VAKRANGEE,Outsourced services,3171.453764,29.95,28.95511517,-27.86078415,NULL,782.6,141.55,32.02,0.003226428,-0.332166276,0.003226428,0,NULL,0,NULL
Kirloskar Brothers Ltd,KIRLOSBROS,Industrial Machinery,3166.273851,391.2,33.56236858,3.860391281,9.273606338,3090.06,135.49,41.15,-0.023381502,-0.136838521,0.023362613,0,100,1,-1.584867076
Chennai Petroleum Corporation Ltd,CHENNPETRO,Oil & Gas - Refining & Marketing,3146.25278,209.65,2.327058409,9.409988994,NULL,43510.84,1841.25,489.22,0.621248608,0.65391837,-1.394735393,0,0,0,16.38445027
Advanced Enzyme Technologies Ltd,ADVENZYMES,Specialty Chemicals,3134.881256,284,26.21576565,10.07418941,4.544606196,535.8,171.06,51.48,-0.650112905,2.957566767,-0.68695652,-2.825094646,50,1,5.633802817
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats,3056.999811,11872.65,296.2209119,8.591197783,NULL,385.56,14.46,4.14,0.82517537,0.015627436,0.022759158,0,NULL,0,NULL
Johnson Controls-Hitachi Air Conditioning India Ltd,JCHAC,Home Electronics & Appliances,3053.348765,1159.3,189.4136951,2.407358805,26.25397997,2167.1,22.57,6.45,-0.760435005,0.031738578,0.012257785,0,20,1,30.25101354
Automotive Axles Ltd,AUTOAXLES,Auto Parts,3050.635199,1986.45,41.0307357,4.945537159,35.12121374,1494.88,100.04,25.69,-0.056061501,-0.617371323,-0.111500979,0,100,2,25.29890005
Strides Pharma Science Ltd,STAR,Pharmaceuticals,3046.488548,337.55,-6.619779118,1.014148404,19.32721525,3258.1,-652.51,-192.3,-1.521362152,0.586712872,-1.498719413,0.702899055,100,4,34.05421419
Kewal Kiran Clothing Ltd,KKCL,Apparel & Accessories,3012.735303,485.65,36.90720695,5.235163327,13.06693563,624.63,105.32,23.69,-0.296365845,2.08155156,-0.555078253,0,50,2,13.76505714
R Systems International Ltd,RSYSTEMS,IT Services & Consulting,2986.10756,256.9,21.11069325,14.61031363,NULL,1197.54,170.08,28.63,0,-0.007020083,0,0,NULL,0,NULL
Mold-Tek Packaging Ltd,MOLDTKPAC,Plastic Products,2958.857394,893.85,46.47906682,15.94224645,20.48211803,633.04,86.52,22.86,3.375143215,1.927414504,2.15135644,-0.120085244,57.14285714,4,7.959948537
Unichem Laboratories Ltd,UNICHEMLAB,Pharmaceuticals,2956.46798,413.15,89.45440181,8.334336302,NULL,1317.34,21.96,-11.09,-0.831771553,0.210812327,-0.789699705,0,NULL,0,NULL
India Pesticides Ltd,IPL,Fertilizers & Agro Chemicals,2955.769664,253.75,18.71332488,25.90836769,21.25325655,729.3,211.57,53.62,0.512100587,-1.492211404,0.51205717,0.440243623,100,1,49.75369458
Anand Rathi Wealth Ltd,ANANDRATHI,Asset Management,2950.735206,706.3,23.28547353,NULL,29.85456852,425.63,167.67,40.95,0.087923279,-0.054463661,0.061473546,-0.084346892,100,1,30.96417953
Jai Corp Ltd,JAICORPLTD,Textiles,2946.360218,165.2,56.05708178,0.883676147,NULL,747.51,65.71,13.15,0.011171794,0.115782395,0,0,NULL,0,NULL
Jindal SAW Ltd,JINDALSAW,Building Products - Pipes,2943.121075,92.5,7.147835032,12.73020278,3.45945311,13450.97,621.48,209.73,0.000114776,-0.164956125,0,0,100,2,35.13513514
IFCI Ltd,IFCI,Specialized Finance,2940.922626,13.35,-1.60588565,-15.39655153,NULL,1595.66,-1523.31,308.03,-5.289510362,-0.13889444,0,0,NULL,0,NULL
Dhani Services Ltd,DHANI,Investment Banking & Brokerage,2916.571608,48.1,-3.366466143,23.54640065,NULL,1465.42,-900.85,-34.49,0.011831378,-2.181124852,0.007660024,0,NULL,0,NULL
Shanthi Gears Ltd,SHANTIGEAR,Auto Parts,2908.996023,374.8,68.49531488,12.19695528,26.60088986,346.12,58.73,16.26,0.016445102,0.012964726,0.05083695,0,100,1,NULL
Ahluwalia Contracts (India) Ltd,AHLUCONT,Construction & Engineering,2905.323751,434.4,18.71866343,13.65726977,14.26324859,2721.61,208.39,53.18,-0.071813334,0.016938966,-0.04188091,0,87.5,7,23.9640884
Kaveri Seed Company Ltd,KSCL,Seeds,2890.612394,510.45,13.60480253,6.462216039,5.31416253,1011.26,222.76,10.29,-1.002123396,-2.658655464,-0.86485707,0,100,4,19.89421099
Hathway Cable and Datacom Ltd,HATHWAY,Cable & D2H,2883.680849,16.6,22.18386683,7.16697795,NULL,1951.83,156.13,26.14,-1.30786431,0.134945762,-1.30786431,0,NULL,0,NULL
Meghmani Organics Ltd,MOL,Commodity Chemicals,2873.438315,111.8,9.439368993,NULL,NULL,2600.81,408.79,104.38,0.077951601,0.200430404,0,0.078642872,NULL,0,NULL
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Sugar,2865.290763,351.65,9.688874185,12.50767249,1.634536146,3082.22,380.49,84.76,-0.02203503,-0.243483688,0,0,100,1,39.34309683
Nilkamal Ltd,NILKAMAL,Plastic Products,2863.620984,1920.05,34.35245902,6.215391292,13.64438702,2747.65,109.48,26.12,-0.013972166,-0.066335959,0.136558659,0.00880548,50,1,28.61644228
Ganesh Housing Corp Ltd,GANESHHOUC,Real Estate,2854.017761,337,40.41373211,-1.243962539,NULL,383.97,97.22,26.6,0,0.125307167,0,0,NULL,0,NULL
Dodla Dairy Ltd,DODLA,FMCG - Foods,2852.591612,484.05,21.47874115,9.755501278,19.35491017,2257.05,165.56,32.75,2.023665579,4.285047578,0.374697852,-0.327771114,100,1,28.08594153
Tata Steel Long Products Ltd,TATASTLLP,Iron & Steel,2850.102023,641.75,4.524905175,63.47660104,NULL,6939.14,858.38,228.51,-0.068079823,-0.250310421,-0.069631929,0,NULL,0,NULL
